Chr Gene nSNPs nSims Start Stop Test Pvalue Top.0.1.pvalue Best.SNP SNP.pvalue
2 ARL6IP6 121 1000 153283375 153325669 108.378141834286 0.436 0.32 rs6434203 0.0766800000000001
2 ARMC9 143 1e+05 231771585 231918158 292.965451613027 0.05911 0.08122 rs7590204 0.006291
2 ARPC2 74 1000 218790118 218827316 41.822143846276 0.58 0.269 rs7600989 0.103700000000001
2 ASB1 98 1e+05 239000364 239025630 155.883410320004 0.15086 0.04789 rs561264 0.00281800000000001
2 ASB18 103 1e+05 236768253 236837727 221.477943000477 0.06591 0.04365 rs1921660 0.00776600000000003
2 ASB3 226 1000 53750621 53867583 133.230169600694 0.828 0.6 rs17044985 0.0545300000000002
2 ASCC3L1 40 1e+05 96303800 96334988 48.8608803299815 0.2751 0.06805 rs10445975 0.001721
2 ASNSD1 49 1000 190234390 190243800 31.6034028140988 0.626 0.15 rs16831887 0.01067
2 ASPRV1 73 1000 70040727 70042901 16.6972693401045 0.936 0.766 rs3796097 0.2104
2 ASTL 37 1000 96153315 96167902 36.4677100786692 0.378 0.113 rs4907301 0.0391399999999999
2 ASXL2 133 1000 25815756 25954816 125.284192989578 0.394 0.148 rs10182758 0.0186900000000001
2 ATAD2B 187 1000 23825037 24003438 147.762268087848 0.499 0.18 rs17045819 0.0115500000000001
2 ATF2 144 1000 175647251 175741143 104.238078671549 0.574 0.414 rs1153711 0.0870199999999999
2 ATG16L1 144 1e+05 233824955 233869059 216.756770711052 0.15794 0.03465 rs2304773 0.00286699999999999
2 ATG4B 9 1000 242225699 242261944 9.24253898309022 0.372 0.221 rs1130905 0.0753899999999999
2 ATG9A 62 1e+05 219792345 219802605 103.043491768906 0.14413 0.0807 rs2293079 0.00721900000000001
2 ATIC 137 1000 215884936 215922724 108.936247731374 0.598 0.245 rs2577302 0.02858
2 ATOH8 177 1000 85834532 85868698 176.494668183272 0.436 0.137 rs17509413 0.00763899999999997
2 ATP5G3 65 1000 175749231 175754736 46.0010124027133 0.552 0.34 rs1004723 0.109800000000001
2 ATP6V1B1 93 1000 71016505 71046069 70.4051350999291 0.704 0.64 rs1861076 0.0910400000000001
2 ATP6V1C2 167 1000 10779225 10842687 131.074224833411 0.581 0.402 rs1734440 0.0494499999999999
2 ATP6V1E2 111 1000 46592489 46600600 176.806479480323 0.16 0.175 rs2053901 0.0215600000000001
2 AUP1 33 1000 74607282 74610482 15.7995467943194 0.64 0.306 rs17722476 0.1035
2 B3GALT1 139 1000 168383427 168435612 182.10910584602 0.214 0.107 rs13019136 0.01642
2 B3GNT2 68 1000 62276765 62305370 30.9308168609407 0.893 0.521 rs7584792 0.0729299999999995
2 B3GNT7 58 1000 231968578 231971928 81.5882736457937 0.208 0.159 rs1993102 0.0183699999999999
2 BARD1 194 1000 215301519 215382673 166.059966022984 0.531 0.408 rs10179855 0.0239099999999999
2 BAZ2B 336 1e+05 159883735 160181305 811.443561892513 0.01562 0.01112 rs4665102 0.00214
2 BBS5 119 1000 170044251 170071411 91.145987816652 0.593 0.447 rs12619026 0.0863199999999995
2 BCL11A 142 1e+05 60531805 60634137 200.522132995931 0.17993 0.08501 rs10189857 0.00886499999999998
2 BCL2L11 139 1000 111594961 111642493 127.867902791891 0.452 0.152 rs11693078 0.01099
2 BCS1L 63 1000 219232622 219236410 16.3597668514861 0.832 0.46 rs4674322 0.1868
2 BIN1 211 1e+06 127522076 127581334 1367.53391985101 1e-06 0 rs7561528 6.53900000000012e-18
2 BIRC6 113 1000 32435599 32697469 67.8304075330771 0.735 0.504 rs17012046 0.007755
2 BMP10 161 1000 68946116 68952153 109.243626371177 0.795 0.412 rs13401986 0.01065
2 BMPR2 98 1e+05 202949294 203140719 355.714511261758 0.01356 0.01439 rs12693968 0.00440399999999998
2 BOK 45 1000 242146864 242162226 43.4056088041069 0.465 0.323 rs6716290 0.0610099999999996
2 BOLA3 75 1000 74216035 74228547 51.0309376799924 0.669 0.451 rs828860 0.0903200000000001
2 BOLL 61 1000 198299847 198359183 19.1376161942579 0.738 0.423 rs13425988 0.2135
2 BRE 392 1e+05 27966985 28415271 472.220924078283 0.28919 0.08058 rs7557068 0.00620599999999999
2 BUB1 20 1000 111111880 111152135 23.803985294438 0.288 0.164 rs10204694 0.106
2 BZW1 70 1000 201384891 201396805 23.8303399708622 0.928 0.529 rs11892119 0.0663499999999998
2 C1D 85 1000 68122839 68143634 81.6841000778734 0.492 0.223 rs1503248 0.0242299999999999
2 C1QL2 119 1000 119630288 119632941 65.0952498168189 0.879 0.67 rs35741883 0.0258200000000001
2 C2orf13 152 1000 68548245 68660798 114.517391070466 0.509 0.321 rs10167650 0.0473599999999999
2 C2orf15 75 1000 99124616 99134360 10.7987132674129 0.915 0.471 rs13404012 0.08922
2 C2orf16 57 1000 27652892 27659093 24.1651816766307 0.63 0.335 rs7571558 0.240199999999999
2 C2orf18 52 1000 26840645 26857603 46.1995490288959 0.414 0.284 rs6730599 0.06204
2 C2orf21 76 1000 210344961 210369516 42.9914410667323 0.706 0.647 rs731953 0.235099999999999
2 C2orf24 67 1000 219744862 219749946 38.3570867945501 0.682 0.17 rs2276635 0.01576
2 C2orf25 83 1000 150134396 150152517 36.3345635760017 0.778 0.573 rs1558702 0.0853899999999998
2 C2orf27 46 1000 132196533 132241447 64.8558981080198 0.219 0.23 rs1821705 0.0500300000000002
2 C2orf28 77 1000 27288402 27293557 18.6001845911211 0.882 0.502 rs11883596 0.1011
2 C2orf29 69 1e+05 101235776 101253210 137.606347134058 0.09571 0.09055 rs2056716 0.01626
2 C2orf3 139 1000 75742801 75791830 158.650391527585 0.348 0.177 rs2158815 0.01297
2 C2orf30 105 1000 53867571 53899999 51.2826143145905 0.78 0.553 rs2543629 0.0984499999999996
2 C2orf34 470 1000 44442546 44853233 527.865749879745 0.32 0.187 rs10495918 0.0171600000000001
2 C2orf37 103 1e+05 171999104 172049808 192.679483811971 0.08713 0.08643 rs7562674 0.006325
2 C2orf39 121 1000 26478287 26533082 111.324440132806 0.496 0.263 rs3795958 0.002825
2 C2orf40 147 1e+05 106048544 106061041 170.198070299559 0.32208 0.04317 rs1232799 0.00038980000000001
2 C2orf42 72 1000 70230520 70271655 98.0797765237075 0.248 0.162 rs12623397 0.04389
2 C2orf43 224 1e+05 20748298 20886308 340.857206069972 0.13154 0.07069 rs519025 0.00619400000000002
2 C2orf44 64 1000 24105749 24123727 53.8064473733068 0.48 0.195 rs3088337 0.00614400000000002
2 C2orf47 86 1e+05 200528284 200537085 161.579512248222 0.1011 0.0512 rs1396972 0.00815399999999999
2 C2orf48 136 1000 10198959 10269307 97.2768353413488 0.767 0.25 rs10929639 0.000351600000000005
2 C2orf49 106 1e+05 105320444 105328416 135.186986010103 0.24999 0.03451 rs4640402 0.000696200000000001
2 C2orf50 97 1000 11190629 11203601 66.6409555554661 0.722 0.314 rs2292650 0.0282599999999999
2 C2orf51 58 1000 88605283 88610217 59.4675235839964 0.391 0.302 rs6728586 0.0468999999999999
2 C2orf52 85 1000 232081380 232087294 90.4812970527408 0.343 0.234 rs7580705 0.01521
2 C2orf53 49 1e+05 27213218 27215836 59.8974693812486 0.25314 0.083 rs11691585 0.0227900000000002
2 C2orf54 98 1000 241474137 241484246 43.8953999426411 0.801 0.757 rs11684777 0.1706
2 C2orf55 187 1000 98776740 98919116 163.666111712115 0.398 0.181 rs4851161 0.02014
2 C2orf56 114 1e+05 37312277 37329807 329.788027093209 0.01785 0.00188 rs2160394 0.000243400000000001
2 C2orf57 69 1000 232165855 232167238 43.993300322009 0.718 0.367 rs10933379 0.05747
2 C2orf60 97 1e+05 200501878 200528704 182.401996584039 0.10141 0.05275 rs1396972 0.00815399999999999
2 C2orf61 122 1e+05 47209090 47235930 198.557849273904 0.09714 0.04476 rs815807 0.00418199999999999
2 C2orf62 59 1e+05 218929822 218941061 116.499825819343 0.06576 0.01181 rs2279015 0.00104700000000001
2 C2orf63 133 1000 55256288 55312953 88.7624167215184 0.73 0.561 rs7595311 0.0358200000000002
2 C2orf64 60 1e+05 98582296 98591387 85.3007369912368 0.21133 0.05846 rs13016305 0.00513
2 C2orf65 65 1000 74638517 74728672 59.884156686914 0.391 0.268 rs363617 0.0945799999999992
2 C2orf66 35 1000 197378253 197383245 14.4720370102755 0.756 0.338 rs11900782 0.115000000000001
2 C2orf67 79 1e+05 210593679 210744296 296.613027638282 0.00904 0.0037 rs12151736 6.35200000000002e-05
2 C2orf68 64 1000 85687287 85692663 37.4978235920429 0.701 0.356 rs6643 0.00415100000000001
2 C2orf69 80 1e+05 200484273 200501241 165.922948081799 0.08603 0.05158 rs1704193 0.01437
2 C2orf7 62 1000 73308641 73313864 85.9397842580472 0.221 0.156 rs2303905 0.03892
2 C2orf70 133 1000 26638984 26655899 155.289882501539 0.328 0.203 rs4438439 0.0184300000000001
2 C2orf71 126 1000 29138061 29150631 68.2391546303589 0.882 0.705 rs12622784 0.0363100000000001
2 C2orf73 141 1000 54411574 54442218 84.9147527596914 0.769 0.592 rs7592359 0.0768099999999996
2 C2orf76 164 1000 119776489 119840728 163.48844412281 0.421 0.311 rs2166505 0.0269600000000002
2 CAB39 139 1000 231285908 231394031 176.14102909223 0.237 0.194 rs3792074 0.0336300000000001
2 CACNB4 297 1000 152402386 152663790 246.433614154509 0.613 0.327 rs16830412 0.0336100000000001
2 CAD 81 1000 27293761 27320158 19.0335231406278 0.909 0.603 rs934986 0.1785
2 CALCRL 187 1e+05 187916093 188021266 963.518082948618 0.00386 0.0019 rs840580 0.00043360000000001
2 CALM2 113 1e+05 47240808 47257154 167.065457863898 0.16429 0.0439 rs815807 0.00418199999999999
2 CAPG 77 1000 85475381 85491187 43.1040919290119 0.845 0.624 rs6717128 0.0956499999999996
2 CAPN10 123 1e+05 241174817 241205795 255.565215296259 0.0361 0.0272 rs2975783 0.00409299999999999
2 CAPN13 253 1000 30799141 30883815 150.479318017573 0.892 0.545 rs2609939 0.0266999999999999
2 CASP10 99 1e+05 201755865 201802355 108.81350423439 0.33749 0.08124 rs1861268 0.0134699999999999
2 CASP8 110 1000 201806410 201860679 92.5858463706545 0.514 0.105 rs1861268 0.0134699999999999
2 CBWD2 14 1000 113911852 113970216 6.17842365610788 0.616 0.407 rs1739531 0.247
2 CCDC104 86 1000 55600243 55625720 106.098906076428 0.284 0.153 rs6716100 0.0172799999999999
2 CCDC108 96 1000 219575819 219614489 59.4156891232491 0.658 0.475 rs16859497 0.05208
2 CCDC115 49 1000 130812285 130816392 10.5739829615144 0.871 0.487 rs6750645 0.3206
2 CCDC121 56 1000 27702009 27705383 21.3881153250814 0.694 0.373 rs7571558 0.240199999999999
2 CCDC128 100 1000 48521411 48596026 78.0046501843736 0.572 0.336 rs12470638 0.00922000000000004
2 CCDC138 126 1000 108769650 108859279 149.056867059705 0.282 0.2 rs975597 0.0791699999999996
2 CCDC140 100 1000 222871109 222878180 96.6276663395095 0.451 0.218 rs16863649 0.0386599999999999
2 CCDC141 161 1000 179408736 179457923 230.151460482977 0.143 0.157 rs12467323 0.02195
2 CCDC142 42 1000 74554736 74563631 12.8204307776244 0.741 0.377 rs17722476 0.1035
2 CCDC148 411 1000 158736723 159021460 398.904250162222 0.498 0.305 rs2602205 0.02207
2 CCDC150 107 1000 197212600 197305775 41.2923599527835 0.761 0.428 rs13028147 0.121499999999999
2 CCDC74A 51 1000 132001961 132007709 18.4227081221482 0.855 0.404 rs11692870 0.05837
2 CCDC74B 17 1000 130613331 130619101 6.59939984280276 0.582 0.418 rs11684431 0.367
2 CCDC75 83 1e+05 37165097 37177242 135.512078223288 0.14903 0.04161 rs17505250 0.00536699999999996
2 CCDC85A 382 1e+05 56264761 56466813 569.72796982561 0.13683 0.06916 rs11677428 0.00887599999999997
2 CCDC88A 245 1000 55368481 55500467 144.853239826488 0.723 0.279 rs897097 0.00912099999999995
2 CCDC93 211 1000 118389616 118488167 262.94905493953 0.287 0.137 rs10173849 0.01078
2 CCL20 88 1000 228386801 228390524 48.6054031664914 0.886 0.589 rs10200820 0.0913099999999997
2 CCNT2 83 1e+05 135392862 135431054 235.867214265287 0.03511 0.04333 rs17257172 0.00933200000000003
2 CCNYL1 92 1e+05 208284508 208327434 276.318311666411 0.02705 0.01337 rs12988399 0.00291
2 CCT4 87 1000 61948765 61969295 107.714698236089 0.295 0.129 rs7581802 0.01174
2 CCT7 66 1000 73314912 73333654 83.5638588790097 0.254 0.183 rs2303905 0.03892
2 CD207 126 1000 70910854 70916461 196.015218198843 0.148 0.15 rs3213749 0.00961000000000001
2 CD28 106 1000 204279442 204310802 46.2473186702378 0.847 0.512 rs3769686 0.06609
2 CD302 151 1e+05 160333609 160362999 588.559061487754 0.00815 0.00912 rs7588230 0.00135599999999999
2 CD8A 66 1000 86865238 86871638 83.3878655388201 0.253 0.101 rs2367376 0.01093
2 CD8B 61 1e+05 86895970 86942549 113.076507945912 0.07432 0.0458 rs4605372 0.00463700000000002
2 CDC42EP3 201 1e+05 37724246 37752830 369.594731758528 0.07975 0.0754 rs9808547 0.00853799999999996
2 CDCA7 85 1e+05 173927806 173941964 91.3303646464429 0.35442 0.07788 rs11673942 0.00616700000000001
2 CDK5R2 30 1000 219532641 219535121 14.4789673009327 0.737 0.271 rs371825 0.0553399999999998
2 CDKL4 86 1000 39259191 39310177 70.4298579464445 0.56 0.361 rs6735427 0.06448
2 CEBPZ 110 1e+05 37282278 37312244 258.481002590293 0.03634 0.00268 rs2160394 0.000243400000000001
2 CENPA 51 1000 26862385 26870959 52.8347223494197 0.31 0.249 rs6730599 0.06204
2 CENPO 91 1e+05 24869836 24896288 217.231853124787 0.03557 0.00481 rs2289091 0.000598699999999989
2 CENTG2 561 1000 236067474 236698859 705.226517979944 0.28 0.309 rs2278884 0.007577
2 CEP68 108 1000 65136998 65167646 101.947463801343 0.42 0.145 rs7559813 0.0133400000000001
2 CERKL 205 1000 182109649 182229996 85.3808729800662 0.9 0.778 rs1441147 0.1428
2 CFLAR 58 1000 201689060 201737248 51.2691456905368 0.465 0.245 rs4482462 0.0611000000000002
2 CGREF1 58 1e+05 27176972 27195475 66.0756957043776 0.27053 0.06853 rs11691585 0.0227900000000002
2 CHAC2 95 1000 53848432 53855791 43.2556583232586 0.828 0.552 rs2692520 0.133099999999999
2 CHCHD5 78 1000 113058506 113063088 46.6714475029059 0.729 0.496 rs10427213 0.1186
2 CHN1 142 1000 175372337 175578361 114.505458434215 0.444 0.427 rs7595584 0.0702000000000005
2 CHPF 63 1000 220111912 220116731 24.2040228774136 0.902 0.558 rs6747090 0.0882599999999994
2 CHRNA1 92 1000 175320568 175337446 86.5529335949661 0.467 0.441 rs2167568 0.03754
2 CHRND 93 1e+05 233099165 233108449 139.848012281475 0.14492 0.03543 rs2697806 0.00317299999999999
2 CHRNG 85 1e+05 233112680 233119282 136.10465945228 0.13831 0.03184 rs2697806 0.00317299999999999
2 CHST10 217 1000 100374753 100400523 73.6657319676311 0.909 0.633 rs7556860 0.0848299999999996
2 CIAO1 27 1e+05 96295610 96303627 39.4456300260784 0.20476 0.03662 rs10445975 0.001721
2 CIB4 145 1000 26657576 26717715 151.63662493002 0.394 0.282 rs1275986 0.0200599999999999
2 CIR 100 1000 174921123 174968689 110.52724442598 0.311 0.109 rs17320968 0.01016
2 CKAP2L 110 1000 113211914 113238725 27.1542971865466 0.975 0.761 rs6542075 0.0874199999999999
2 CLASP1 257 1000 121811824 122123522 276.872337779677 0.318 0.151 rs2580376 0.01428
2 CLEC4F 133 1000 70889284 70901240 201.022741077245 0.169 0.147 rs3213749 0.00961000000000001
2 CLIP4 187 1000 29191821 29260178 177.997721709999 0.485 0.447 rs12466995 0.0531300000000002
2 CLK1 42 1000 201425977 201437667 28.3529634215844 0.606 0.24 rs11892119 0.0663499999999998
2 CMPK2 106 1000 6905901 6923387 77.5127568686173 0.724 0.456 rs700940 0.02969
2 CNGA3 107 1000 98329049 98381496 99.7321715777061 0.491 0.316 rs6542771 0.01169
2 CNNM3 34 1e+05 96845717 96864848 112.855500468054 0.02873 0.01385 rs4907254 0.00403899999999997
2 CNNM4 43 1e+05 96790365 96841355 112.980167903333 0.05512 0.03427 rs6576989 0.0107200000000001
2 CNRIP1 165 1000 68364806 68400687 157.461159715588 0.485 0.357 rs12995380 0.0330099999999999
2 CNTNAP5 1062 1000 124499333 125389333 719.405320494038 0.932 0.485 rs13029268 0.000885300000000021
2 COBLL1 245 1e+05 165249503 165406174 402.013916818013 0.13758 0.09343 rs1509103 0.0134
2 COL3A1 147 1e+05 189547343 189585717 259.807416069335 0.07699 0.07421 rs7565215 0.00152
2 COL4A3 310 1e+05 227737524 227887751 475.62079685753 0.09779 0.03115 rs6722598 0.00500099999999999
2 COL4A4 295 1000 227575670 227737519 159.507577794325 0.918 0.609 rs2272528 0.0328300000000001
2 COL5A2 210 1e+05 189604885 189752850 390.992005497173 0.08777 0.08409 rs7565215 0.00152
2 COL6A3 228 1e+05 237897393 237987589 478.939083827982 0.0305 0.00582 rs12992087 0.0003625
2 COLEC11 163 1000 3620511 3669922 136.207550107921 0.609 0.174 rs6730126 0.00874800000000002
2 COMMD1 168 1000 61986306 62216709 128.268128378968 0.574 0.169 rs7581802 0.01174
2 COPS7B 54 1000 232359405 232381678 54.1656654697432 0.353 0.299 rs1464974 0.0795
2 COPS8 114 1000 237658822 237672228 99.8925446707773 0.385 0.119 rs10186806 0.0240600000000001
2 COQ10B 33 1000 198026475 198048096 18.9447470274428 0.592 0.223 rs3849361 0.01744
2 COX5B 18 1000 97628952 97631089 6.38375635514717 0.754 0.449 rs17028771 0.213300000000001
2 COX7A2L 88 1e+05 42431147 42441860 423.692073812688 0.0021 0.00224 rs1992259 0.0003311
2 CPO 123 1000 207512568 207542405 152.238192634528 0.274 0.133 rs1453162 0.01031
2 CPS1 329 1000 211050653 211252076 197.470956759794 0.827 0.412 rs4672587 0.00450300000000001
2 CPSF3 97 1000 9481318 9530678 80.1346421713202 0.441 0.27 rs2715861 0.01055
2 CREB1 104 1000 208102930 208171815 22.3131328307125 0.983 0.767 rs16839849 0.0691600000000008
2 CREG2 122 1000 101331656 101370489 212.968631193376 0.126 0.1 rs2056716 0.01626
2 CRIM1 422 1000 36436900 36631782 313.628901806964 0.778 0.593 rs848536 0.0341499999999998
2 CRIPT 158 1000 46697811 46705687 150.039543718692 0.472 0.28 rs17769041 0.02604
2 CRYBA2 47 1000 219563155 219566371 30.3993065864651 0.712 0.325 rs16859497 0.05208
2 CRYGA 167 1e+05 208733708 208736542 231.785954195524 0.2035 0.05531 rs4583446 0.00332200000000001
2 CRYGB 153 1e+05 208715541 208719122 230.390221785786 0.14453 0.0426 rs4583446 0.00332200000000001
2 CRYGC 140 1e+05 208701105 208702799 213.951209373138 0.14186 0.03501 rs4583446 0.00332200000000001
2 CRYGD 139 1e+05 208694575 208697558 212.740327442625 0.14353 0.03446 rs4583446 0.00332200000000001
2 CTDSP1 55 1e+05 218972721 218978908 106.446655104552 0.07682 0.01117 rs2279015 0.00104700000000001
2 CTLA4 111 1000 204440753 204446928 54.7946938167086 0.748 0.688 rs6748358 0.1349
2 CTNNA2 1626 1000 79593633 80729416 1426.44777685099 0.82 0.484 rs6707658 0.00778800000000002
2 CUL3 212 1000 225043112 225158358 167.543459993619 0.53 0.224 rs6748341 0.02248
2 CXCR4 65 1000 136588388 136592195 28.9990536530274 0.795 0.39 rs2056296 0.1032
2 CXCR7 77 1000 237143118 237155733 50.606610674599 0.713 0.395 rs6758502 0.0869699999999995
2 CYBRD1 123 1000 172087111 172122889 177.954046346778 0.18 0.141 rs2674502 0.00957000000000005
2 CYP1B1 156 1000 38148249 38156827 119.072009110377 0.629 0.269 rs17022050 0.01763
2 CYP20A1 75 1000 203811408 203878808 30.5138571681016 0.742 0.499 rs4675324 0.198300000000001
2 CYP26B1 135 1e+05 72209874 72228471 315.197518585805 0.03892 0.08291 rs7568849 0.00357000000000001
2 CYP27A1 76 1000 219354715 219388260 35.6541324947448 0.688 0.467 rs10178538 0.152300000000001
2 CYP27C1 135 1e+05 127657881 127679813 356.836797238056 0.01373 0.00052 rs744373 2.11799999999999e-16
2 CYS1 63 1000 10116316 10137989 24.1797697215872 0.958 0.847 rs4073397 0.1405
2 D2HGDH 5 1000 242322702 242356904 1.43627959676911 0.811 0.514 rs7573250 0.4365
2 DAPL1 118 1e+05 159360086 159380742 136.208633212374 0.31168 0.02746 rs6437200 0.00146199999999998
2 DARS 100 1000 136380723 136459692 37.9371128590558 0.856 0.527 rs4988185 0.0946500000000003
2 DBI 90 1000 119840973 119846592 65.369483890843 0.611 0.373 rs10207114 0.0442300000000001
2 DCTN1 60 1000 74441789 74461472 16.4365104621748 0.781 0.413 rs2268426 0.271799999999999
2 DDEF2 238 1e+05 9264344 9463257 431.872585723893 0.09828 0.04876 rs907165 0.00130300000000002
2 DDX1 170 1000 15649220 15688676 74.0067842181862 0.83 0.6 rs13391772 0.0628000000000003
2 DDX18 132 1000 118288724 118306423 42.7787247755528 0.928 0.855 rs204832 0.1926
2 DES 45 1000 219991342 219999705 69.6505321721152 0.165 0.155 rs7576601 0.0144299999999999
2 DFNB59 52 1e+05 179026350 179034309 149.703519004112 0.02932 0.03133 rs3820979 0.00870800000000005
2 DGKD 149 1e+05 233927891 234045482 299.166466144682 0.06803 0.02742 rs2304773 0.00286699999999999
2 DGUOK 135 1000 74007460 74039596 106.055327053339 0.551 0.159 rs17009506 0.01082
2 DHRS9 81 1000 169629544 169660923 42.3255132146646 0.862 0.582 rs1990703 0.05348
2 DHX57 95 1e+05 38878378 38956525 212.776452260384 0.08614 0.07022 rs7559899 0.01479
2 DIRC1 161 1000 189306709 189363076 90.5398859019156 0.606 0.14 rs1400944 0.000235699999999998
2 DIS3L2 371 1e+05 232534536 232910152 871.377159689525 0.03039 0.01225 rs11683433 0.000990799999999976
2 DKFZp547H025 173 1000 228183049 228206132 252.431877129283 0.134 0.109 rs13029337 0.01026
2 DLX1 59 1e+05 172658453 172662647 115.083523465811 0.04699 0.0193 rs2016394 0.001882
2 DLX2 72 1e+05 172672411 172675724 137.023096088775 0.05906 0.02493 rs2016394 0.001882
2 DNAH7 289 1000 196310671 196641781 59.3785940888231 0.967 0.77 rs1026629 0.1943
2 DNAJB2 66 1000 219852283 219859866 99.9641852691165 0.195 0.117 rs2293079 0.00721900000000001
2 DNAJB3 223 1000 234316134 234317400 221.541193393712 0.408 0.324 rs4663325 0.0455199999999999
2 DNAJC10 103 1000 183289243 183351500 69.0841074701043 0.53 0.221 rs4322805 0.02551
2 DNAJC5G 56 1000 27351792 27357800 18.2998488408922 0.831 0.41 rs1866568 0.0623399999999996
2 DNER 481 1000 229930588 230287530 497.172019086537 0.463 0.142 rs10178949 0.00116799999999998
2 DNHL1 171 1000 84597089 84665489 41.8633106299769 0.873 0.33 rs17759198 0.02663
2 DNMT3A 96 1e+05 25309348 25418963 163.503762232545 0.09005 0.01071 rs732076 0.000412300000000009
2 DNPEP 67 1000 219946423 219960906 101.106711802942 0.144 0.148 rs7576601 0.0144299999999999
2 DOCK10 410 1000 225338050 225615574 455.312054944574 0.34 0.139 rs17199494 0.0139099999999999
2 DOK1 27 1000 74635367 74638171 15.4269805657161 0.636 0.362 rs363674 0.1411
2 DPP10 1350 1e+05 114916368 116318406 1723.70733285086 0.2643 0.061 rs3768692 0.000860700000000002
2 DPP4 115 1e+05 162557000 162639298 164.638518983753 0.17938 0.07241 rs12617336 0.006178
2 DPY30 51 1000 32102475 32118348 42.1613319138969 0.441 0.176 rs216537 0.0413299999999998
2 DPYSL5 112 1000 26924472 27026723 46.7514599932228 0.715 0.257 rs6759779 0.0484700000000001
2 DQX1 35 1000 74598765 74606916 15.9782562325635 0.695 0.32 rs17722476 0.1035
2 DTNB 194 1e+05 25453615 25750007 467.543184641586 0.01914 0.00599 rs732076 0.000412300000000009
2 DTYMK 5 1000 242263829 242274900 3.72996647231256 0.509 0.152 rs1130905 0.0753899999999999
2 DUSP11 52 1000 73842836 73860730 25.2482786758144 0.556 0.112 rs2567601 0.0279499999999998
2 DUSP19 128 1000 183651731 183672967 46.4080049236328 0.955 0.851 rs6743323 0.1762
2 DUSP2 38 1000 96172634 96174906 50.0573331862566 0.258 0.116 rs17119362 0.0362999999999997
2 DUSP28 69 1000 241148143 241152104 76.222895612473 0.353 0.155 rs7565704 0.02077
2 DYNC1I2 107 1e+05 172252227 172313165 178.969988064073 0.13332 0.08231 rs2102738 0.003151
2 DYNC2LI1 180 1000 43854685 43890653 130.791236652043 0.643 0.336 rs1368087 0.0507299999999998
2 DYSF 337 1e+05 71534267 71767401 491.85091443159 0.13423 0.02104 rs1804020 7.06099999999997e-05
2 DYTN 204 1000 207224589 207291365 131.452391755334 0.868 0.726 rs10490745 0.0794499999999996
2 E2F6 70 1000 11501951 11523748 33.4923924681422 0.782 0.683 rs1561014 0.1158
2 ECEL1 78 1000 233052780 233060776 73.5208171378105 0.502 0.192 rs2697806 0.00317299999999999
2 EDAR 201 1000 108877358 108972260 157.347687356617 0.619 0.516 rs3749110 0.0863800000000005
2 EEF1B2 70 1000 206732562 206735898 53.4345946210992 0.525 0.158 rs3755227 0.0195699999999999
2 EFEMP1 151 1e+05 55946605 56004436 216.133559426947 0.18581 0.03122 rs10496056 0.000348699999999994
2 EFHD1 95 1000 233206567 233255730 127.825716886083 0.198 0.196 rs10206657 0.0168000000000001
2 EFR3B 139 1000 25118476 25235508 154.3935035335 0.349 0.343 rs7566506 0.0414000000000001
2 EGR4 41 1000 73371564 73374181 24.5163286873875 0.778 0.334 rs7851 0.06394
2 EHBP1 167 1000 62786636 63127125 100.961268848191 0.685 0.323 rs3927940 0.03311
2 EHD3 231 1000 31310706 31344764 229.630974481173 0.497 0.153 rs2044243 0.001736
2 EIF2AK2 115 1e+05 37187202 37229907 140.442733540596 0.28024 0.08508 rs17505250 0.00536699999999996
2 EIF2AK3 115 1000 88637373 88708109 137.237413529405 0.32 0.222 rs7560903 0.0266999999999999
2 EIF2B4 36 1000 27440722 27446828 46.214021757989 0.239 0.128 rs11689803 0.0265800000000002
2 EIF4E2 87 1e+05 233123600 233142164 133.448520445179 0.16194 0.04166 rs1201451 0.00744999999999997
2 EIF5B 140 1000 99320265 99383160 91.3622516934958 0.6 0.453 rs28382892 0.0644299999999998
2 EMILIN1 43 1e+05 27155009 27162769 41.4169506196557 0.33176 0.05977 rs1124649 0.0172399999999999
2 EML4 290 1e+05 42250019 42413192 1041.21216856451 0.00758 0.00471 rs1992259 0.0003311
2 EMX1 55 1e+05 72998111 73015528 138.000329840813 0.0324 0.03345 rs6730083 0.01009
2 EN1 132 1000 119316216 119322229 179.741784737908 0.215 0.172 rs10172461 0.01077
2 EPAS1 251 1000 46378066 46467340 219.293773526932 0.559 0.167 rs6720535 0.000896399999999994
2 EPB41L5 143 1e+05 120487138 120653165 361.968014555776 0.07326 0.05486 rs3820768 0.01246
2 EPC2 159 1000 149119029 149261606 180.695748377974 0.302 0.174 rs13002600 0.0289100000000002
2 EPHA4 270 1000 221990990 222145254 268.20612652686 0.484 0.37 rs7425056 0.006003
2 ERBB4 1565 1000 211948686 213111597 1798.68275581441 0.417 0.19 rs6435647 0.00378599999999998
2 ERCC3 81 1000 127731335 127768222 73.2856185709275 0.49 0.26 rs4150480 0.0609299999999999
2 ERMN 71 1000 157883370 157892392 37.9967568168221 0.714 0.423 rs16841465 0.0761900000000001
2 ESPNL 117 1e+05 238673689 238706667 180.648262388252 0.12252 0.05351 rs3210400 0.00136200000000004
2 ETAA1 113 1000 67477945 67491037 184.947625153877 0.178 0.117 rs658602 0.004474
2 EVX2 71 1000 176653080 176656936 81.9101951480708 0.312 0.195 rs1000032 0.0415099999999998
